author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Paul Bernays	Séverin Bays. Les concepts mathématiques sont-ils inventés ou découverts? (Discours d'ouverlure du président annuel de la S.H.S.N.) Actes de la Société Helvétique des Sciences Naturelles, vol. 125 (1946), pp. 9–26. (Offprint, Fribourg 1945, 18 pp.)	1948	13	3	157-157	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	A. H. Basson. Logic and fact. Analysis, (oxford), vol. 8 no. 6 (n. s. no. 6) (1948), pp. 81–87.	1948	13	3	158-158	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Gustav Bergmann. Conditions for an extensional elementaristic language. Analysis (Oxford), vol. 8 no. 3 (n. s. no. 3) (1948), pp. 44–47.	1948	13	3	158-158	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
John G. Kemeny	Laurence J. Lafleur. Ambiguities in the Schröder-Bernstein theorem. Scripta mathematica, vol. 13 no. 3–4 (for 1947, pub. 1948), pp. 169–175.	1948	13	3	158-158	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Robert Arthur Fairthorne. The mathematics of classification. Discussion by Agard A. B. Evans, T. H. O'Beirne, E. M. R. Ditmas, and the author. The proceedings of the British Society for International Bibliography, vol. 9 part 4 (1948), pp. 35–42.	1948	13	3	158-159	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	Lee Byrne. Boolean algebra in terms of inclusion. American journal of mathematics, vol. 70 (1918), pp. 139–143.	1948	13	3	159-159	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	Stephen A. Kiss. Transformations on lattices and structures of logic. On sale by the author, 11 E. 92nd St., New York 28, N. Y., 1947, x + 322 pp.	1948	13	3	159-160	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Robert Feys	GR. C. Moisil. Contributions á I'etude des logiques non-chrysippiennes. I. Un nouveau systeme d'axiomes pour les algébres lukasiewicziennes letra-valentes. Compies rendus des séances de l'Académie des Sciences de Roumanie, t. 5 (1941), pp. 289–293.	1948	13	3	160-160	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Robert Feys	GR. C. Moisil. La logique formelle el son problème actuel. Extrait de Istoria filosofiei moderne (Bucarest), t. 4 (1939), 28 pp.	1948	13	3	160-160	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Robert Feys	GR. C. Moisil. Sur les anneaux de caractéristique 2 ou 3 et leurs applications. Bulletin de l'École Polytechnique de Bucarest, t. 12 (1941), pp. 66–90.	1948	13	3	160-161	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	GR. C. Moisil. Remarques sur la logique modale du concept. Annales de l'Académie Roumaine, Mémoires de la section scientifique, ser. 3 vol. 16 (1941) pp. 975–1012.	1948	13	3	161-162	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	GR. C. Moisil. Sur la représentation des groupes abéliens infinis. I, IV. Académie Roumaine, Bulletin de la section scientifique, vol. 23 (1910–1911), pp. 358–361, and vol. 24 (1941–1942), pp. 79–84.	1948	13	3	161-161	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	GR. C. Moisil. Logique modale. Disquisitiones malhematicae et physicae (Bucharest), vol. 2 (1942), pp. 3–98.	1948	13	3	162-163	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Maurice L'abbę	Paulette Destouches-Février. Esquisse d'une Mathématique intuitioniste positive. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 225 (1947), pp. 1241–1243.	1948	13	3	163-164	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Jan Lukasiewicz. The shortest axiom of the implicational calculus of propositionsProceedings of the Royal Irish Academy, vol. 52 section A no. 3 (1948), pp. 25–33.	1948	13	3	164-164	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Stanislaw Jaśkowski. Trois contributions au calcul des propositions bivalent. Studia Societalis Scientiarum Torunensis, sectio A, vol. 1 no. 1 (1948), pp. 1–151.	1948	13	3	164-165	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Jan Kalicki	Jerzy Slupecki. Pelny trójwartościowy rachunek zdań (Le calcul complet de propositions a lrois valeurs logiques). Polish with French abstract. Annates Universitatis Mariae Curie-Sklodowska (Lublin), vol. 1 no. 3 sectio F (1946), pp. 193–209.	1948	13	3	165-166	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
R. Suszko	Jerzy Loś. Próba aksjomatyzacji logiki tradycyjnej (Une preuve d'axiomatisation de la logique traditionelle). Polish with French abstract. Annates Universitatis Mariae Curie-Sklodowska (Lublin), vol. 1 no. 3 sectio F (1946), pp. 211–228.	1948	13	3	166-167	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
R. Suszko	Jerzy Slupecki. Uwagi o sylogistyce Arystolelesa (Les remarques sur la syllogistique d'Arislote). Polish with French abstract. Annates Universitatis Mariae Curie-Sklodowska (Lublin), vol. 1 no. 3 sectio F (1946), pp. 187–191.	1948	13	3	166-166	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	I. M. Bocheński. Zespól definicji do metalogicznego wykladu sylogistyki tradycyjnej (Syslema definitionum pro metalogica expositione syllogisticae traditionalis). Polski przegląd tomistyczny, vol. 1 (1939), pp. 104–114.	1948	13	3	167-168	bibliographical notice / unattributed review	unclassified from title metadata	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
Andrzej Mostowski	Jan Lukasiewicz. O sylogistyce Arystotelesa (On Aristotle's syllogistic). Sprawozdania z czynności i posiedzeń Polskiej Akademii Umiejetności, vol. 44 (1939), pp. 220–227.	1948	13	3	167-167	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Stanislaw Kaczorowski. Logika matematyczna. Cz. I. Algebra logiki. (Zarys dziejów.) (Mathematical logic. Part I. The algebra of logic. (An outline of history.)) Second edition, Księgarnia Naukowa, Lódź1946, 26 pp.	1948	13	3	167-167	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Maria Kokoszyńska	Kazimierz Ajdukiewicz. Logika a doświadczenie (Logic and experience). Przeglad filozoficzny, vol. 43 no. 1–4 (1947), pp. 3–21. English summary, ibid., pp. 170–171.	1948	13	3	168-168	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Grzegorczyk	Maria Kokoszyńska. O róznych rodzajach zdań (Different kinds of statements). Przeglad filozoficzny, vol. 43 no. 1–4 (1947), pp. 22–51. English summary, ibid., pp. 171–173.	1948	13	3	168-169	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Oiva Ketonen	Einar Hoff-Hansen. En matematisk tolkning av den klassiske utsagnsregning (A mathematical interpretation of the classical prepositional calculus). Norsk matematisk tidsskrift, vol. 25 (1943), pp. 6–12.	1948	13	3	169-169	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Oiva Ketonen	Th. Skolem. Den rekursive aritmetikk (Recursive arithmetic). Norsk matematisk tidsskrift, vol. 28 (1946), pp. 1–12.	1948	13	3	169-170	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Oiva Ketonen	TH. Skolem. Noen bemerkninger til foranstaende arlikkel av E. Hoff-Hansen (Some remarks on the preceding article of E. Hoff-Hansen). Norsk matematisk tidsskrift, vol. 25 (1943), pp. 13–16.	1948	13	3	169-169	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	A. Markoff. On the impossibility of certain algorithms in the theory of associative systems.Comptes rendus (Doklady) de l'Académie des Sciences de léURSS, n. s. vol. 55 no. 7 (1947), pp. 583–586.	1948	13	3	170-171	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	P. S. Novikov. O logičéskih paradoksah (On logical paradoxes). Dohlady Akadémii Nauk SSSR, vol. 56 no. 5 (1947), pp. 451–453.	1948	13	3	170-170	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	J. C. C. McKinsey and Alfred Tarski. Some theorems about the sentential calculi of Lewis and Heyting. The journal of symbolic logic, vol. 13 (1948), pp. 1–15.	1948	13	3	171-172	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
David Nelson	R. L. Goodstein. Transfinite ordinals in recursive number theory. The journal of symbolic logic, vol. 12 (1947), pp. 123–129.	1948	13	3	171-171	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
TH. Skolem	Alfred Tarski. A problem concerning the notion of definability. The journal of symbolic logic, vol. 13 (1948), pp. 107–111.	1948	13	3	172-173	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
TH. Skolem	D. Van Dantzig. On the -principles of inluitionistic and affirmative mathematics. Koninklijke Nederlandsche Akademie van Wetenschappen, Proceedings of the section of sciences, vol. 50 (1947), pp. 918–929, 1092–1103; also Indagationes mathematicae, vol. 9 (1947), pp. 429–440, 506–517.	1948	13	3	173-173	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	E. W. Beth. Semantical considerations on intuitionistic mathematics. Koninklijke Nederlandsche Akademie van Wetenschappen, Proceedings of the section of sciences, vol. 50 (1947), pp. 1246–1251, and ibid., pp. 572–577.	1948	13	3	173-173	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	K. R. Popper. Functional logic without axioms or primitive rules of inference. Koninklijke Nederlandsche Akademie van Wetenschappen, Proceedings of the section of sciences, vol. 50 (1947), pp. 1214–1224, and ibid., pp. 561–571.	1948	13	3	173-174	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	G. F. C. Griss. Negationless intuitionistic mathematics. Indagationes mathematicae, vol. 8 (1946), pp. 675–681. [Same as XII 62(3).]	1948	13	3	174-174	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
