author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
J. F. Thomson	K. S. Bakradse. Über das Verhältnis von Logik und Dialektik. German translation of XVII 124(3). Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 7–26. - W. I. Tscherkessow. Über Logik und marxistische Dialektik. German translation of XVII 124(4). Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 27–46. - M. S. Strogowitsch. Über den Gegenstand der formalen Logik. German translation of XVII 124(5). Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 47–59. - I. I. Osmakow. Über die Logik des Denkens und die Wissenschaft der Logik. German translation of XVII 124(6). Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 77–98. - W. P. Tugarinow and L. J. Maistrow. Gegen den Idealismus in der mathematischen Logik. German translation of XVII 128(1). Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 99–112. - S. A. Janowskaja. Brief an die Redaktion. German translation of XVII 128(2). Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 113–117. - P. S. Popow. Der Gegenstand der formalen Logik und der Dialektik. German translation of XVII 124(7). Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 118–130. - N. W. Sawadskaja. Zur Diskussion über Fragen der Logik. German translation of XVII 124(8). Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 131–137. - A. O. Makowelski. Was muss die Logik als Wissenschaft sein? German translation of XVII 124(9)1 Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 138–142. - Dobrin Spassow. Die dialektische Logik darf man nicht ablehnen, sondern muss sie ausarbeiten. German translation of XVII 124(10). Über formale Logik und Dialektik, Diskussionsbeiträge (Redaktion der Übersetzung: A. Kosing und E. Kosing), 29. Beiheft zur Sowjetwissenschaft, Verlag Kultur und Fortschritt, Berlin1952, pp. 143–146.	1953	18	1	86-87	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
G. D. W. Berry	Arthur Pap. Note on the “semantic” and the “absolute” concept of truth. Philosophical studies, vol. 3 (1952), pp. 1–8.	1953	18	1	87-87	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
J. F. Thomson; P. F. Strawson	On Referring.	1953	18	1	87	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
J. F. Thomson	P. F. Strawson. On referring. Mind, n.s. vol. 59 (1950), pp. 320–344.	1953	18	1	87-88	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
J. F. Thomson	Donald Kalish. Logical form. Mind, n.s. vol. 61 (1952) pp. 57–71.	1953	18	1	88-89	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	Frederic B. Fitch. Actuality, possibility, and being. The review of metaphysics, vol. 3 no. 3 (1950), pp. 367–384.	1953	18	1	89-90	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
J. F. Thomson	Richard Rudner. On Sinn as a combination of physical properties. Mind, n.s. vol. 61 (1952), pp. 82–84.	1953	18	1	89-89	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
William Marshall	Rulon S. Wells. Frege's ontology. The review of metaphysics, vol. 4 no. 4 (1951), pp. 537–573.	1953	18	1	90-91	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
William Marshall	John Myhill. Two ways of ontology in modern logic. The review of metaphysics, vol. 5 no. 4 (1952), pp. 639–655.	1953	18	1	91-92	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Translations from the philosophical writings of Gottlob Frege. Edited by Peter Geach and Max Black. Basil Blackwell, Oxford1952; Philosophical Library, New York 1952; x + 244 pp.	1953	18	1	92-93	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Gottlob Frege. Der Gedanke. Beiträge zur Philosophie des deutschen Idealismus, vol. 1 no. 2 (1918), pp. 58–77. - Gottlob Frege. Die Verneinung. Beiträge zur Philosophie des deutschen Idealismus, vol. 1 no. 3–4 (1919), pp. 143–157. - Max Black. Frege against the formalists. A translation of part of Grundgesetze der Arithmetik. Introductory note. The philosophical review, vol. 59 (1950), pp. 77–78. - Gottlob Frege. Frege against the formalists. E. Heine's and J. Thomae's theories of irrational numbers. The philosophical review, vol. 59 (1950), pp. 79–93, 202–220, 332–345. (English translation of §§86–137 of 4916.) - Gottlob Frege. On concept and object. Mind, n.s. vol. 60 (1951), pp. 168–180. (English translation of 499 by P. T. Geach, revised by Max Black.) - Daniela Gromska. L'Abbé Stanisław Kobyłecki. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), pp. 40–41. [4631-2; V 43.] - Daniela Gromska. Edward Stamm. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), pp. 43–45. [1851–12.3.] - Daniela Gromska. Stanisław Leśniewski. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), pp. 46–51. [2021-13; V 83, 84.] - Daniela Gromska. Leon Chwistek. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), pp. 51–54. [2201-15, 4911-2; II 140, 143, 168; III 93, 120; V 28, 78, 165, 166; VII 104; XI 93; XIV 55, 119.] - Daniela Gromska. Władyslaw Hetper. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), p. 54. [4911-2, 5131; II 141; III 120; IV 33, 34; V 37, 75, 76.] - Daniela Gromska. L'Abbé Jan Salamucha. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), pp. 54–57. [4211-2.1; II 94; III 44, 58, 122; X 134; XVI 149.] - Daniela Gromska. Mme Janina Lindenbaum, née Hosiasson. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), pp. 57–59. [3611; II 55, 139, 143; IV 169; VI 63; VII 40; XIII 227; XV 159.] - Daniela Gromska. Adolf Lindenbaum. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), p. 59. [3431-2, 4061-3; I 115; II 55; IV 30.] - Daniela Gromska. Zygmunt Schmierer. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), pp. 59–60. [II 92. - Daniela Gromska. Joachim Metallmann. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), pp. 79–82. [VI 168.] - Daniela Gromska. Stanisław Schayer. Studia philosophica (Poznań), vol. 3 (for 1939–46, publ. 1948), pp. 89–91. [540½1; XVI 235.]	1953	18	1	93-94	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church; Daniela Gromska	Studia Philosophica	1953	18	1	93	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1953	18	1	94-94	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	Colloque de logique mathématique	1953	18	1	95-96	meeting/bibliographical notice	editorial/association apparatus				metadata only; full text not reached
	Notice of a „colloque de logique à Bruxelles”	1953	18	1	96-96	meeting/bibliographical notice	editorial/association apparatus				metadata only; full text not reached
	JSL volume 18 issue 2 Cover and Back matter	1953	18	2	b1-b2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 18 issue 2 Cover and Front matter	1953	18	2	f1-f2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Robert Stanley	An extended procedure in quantificational logic	1953	18	2	97-104	primary technical publication	general mathematical logic				metadata only; full text not reached
A. N. Prior	On propositions neither necessary nor impossible	1953	18	2	105-108	primary technical publication	propositional, many-valued, and modal logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
J. C. C. McKinsey	Systems of modal logic which are not unreasonable in the sense of Halldén	1953	18	2	109-113	primary technical publication	propositional, many-valued, and modal logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Shen Yuting	Paradox of the class of all grounded classes	1953	18	2	114-114	primary technical publication	set theory and foundations	in-block contemporaneous review entry immediately identified			page-verified complete local full text
John Myhill	Arithmetic with creative definitions by induction	1953	18	2	115-118	primary technical publication	philosophy, language, and inductive logic				metadata only; full text not reached
W. V. Quine	On ω-inconsistency and a so-called axiom of infinity	1953	18	2	119-124	primary technical publication	set theory and foundations				metadata only; full text not reached
J. Richard Büchi	Investigation of the equivalence of the axiom of choice and Zorn's lemma from the viewpoint of the hierarchy of types	1953	18	2	125-135	primary technical publication	set theory and foundations	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Robert McNaughton	Some formal relative consistency proofs	1953	18	2	136-144	primary technical publication	proof theory and formal systems				metadata only; full text not reached
J. C. Shepherdson	Inner models for set theory – Part III	1953	18	2	145-167	primary technical publication	set theory and foundations			mechanically obvious target-line exclusion from title/metadata	metadata only; full text not reached
John G. Kemeny	Rudolf Carnap. The continuum of inductive methods. The University of Chicago Press, Chicago1952, v + 92 pp.	1953	18	2	168-169	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Maria Kokoszyńska. What means “relativity of truth”?Stadia philosophica (Poznań), vol. 3 (for 1939–46, pub. 1948), pp. 167–176. - Maria Kokoszyńska. A refutation of the relativism of truth. Stadia philosophica (Poznań), vol. 4 (for 1949–50, pub. 1951), pp. 93–149.	1953	18	2	170-171	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Henryk Mehlberg. Positivisme et science. Première partie. Analyse logique du postulat de vérificabilité. Stadia philosophica (Poznań), vol. 3 (for 1939–46, pub. 1948), pp. 211–294.	1953	18	2	171-173	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Henry Hiż	Józef Iwanicki. Dedukcja naturalna i logistyczna (Natural and logistic deduction). Polskie Towarzystwo Teologiczne, Warsaw1949, XVI + 164 pp.	1953	18	2	173-174	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alan Ross Anderson	Georg H. v. Wright. An essay in modal logic. Studies in logic and the foundations of mathematics. North-Holland Publishing Company, Amsterdam1951, VII + 90 pp.	1953	18	2	174-176	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alan Ross Anderson	G. H. von Wright. Interpretations of modal logic. Mind, n.s. vol. 61 (1952), pp. 165–177.	1953	18	2	176-177	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
