author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
G. H. Von Wright	Uuno Saarnio. Mitä on filosofia? (What is philosophy?)Ajatus (Helsinki), vol. 11 (1942), pp. 171–219.	1943	8	2	49-50	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
G. H. von Wright	Some Remarks Concerning Necessary and Sufficient Conditions.	1943	8	2	50	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Author abstract	G. H. Von Wright. Några anmärkningar om nödvändiga och tillräckliga betingelser (Some remarks concerning necessary and sufficient conditions). Ajatus (Helsinki), vol. 11 (1942), pp. 220–239.	1943	8	2	50-50	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	José Encinas del Pando. La lógica de Bertrand Russell. Universidad de Antioquia, no. 37 (1940), pp. 85–104.	1943	8	2	50-50	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Emil L. Post. Formal reductions of the general combinatorial decision problem. American journal of mathematics, vol. 65 (1943), pp. 197–215.	1943	8	2	50-52	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Haskell B. Curry. Some advances in the combinatory theory of quantification. Proceedings of the National Academy of Sciences of the United States of America, vol. 28 (1942), pp. 564–569.	1943	8	2	52-52	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	C. West Churchman. Towards a general logic of propositions. Philosophical essays in honor of Edgar Arthur Singer, Jr., edited by F. P. Clarke and M. C. Nahm, University of Pennsylvania Press, Philadelphia1942, pp. 46–68. Also reprinted separately as dissertation, University of Pennsylvania 1942.	1943	8	2	53-54	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	R. M. Martin. A homogeneous system for formal logic. The journal of symbolic logic, vol. 8 (1943), pp. 1–23.	1943	8	2	54-54	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Glenn Edward Dexter. The calculus of non-contradiction. American journal of mathematics, vol. 65 (1943), pp. 171–178.	1943	8	2	54-55	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Oystein Ore. Theory of equivalence relations. Duke mathematical journal, vol. 9 (1942), pp. 573–627.	1943	8	2	55-56	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	E. R. Stabler. Boolean algebra as an introduction to postulational methods. The American mathematical monthly, vol. 50 (1943), pp. 106–110.	1943	8	2	56-56	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	M. J. Alban. Independence of the primitive symbols of Lewis's calculi of propositions. The journal of symbolic logic, vol. 8 (1943), pp. 25–26.	1943	8	2	56-56	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Virgil G. HinshawJr. The epistemological relevance of Mannheim's sociology of knowledge. The journal of philosophy, vol. 40 (1943), pp. 57–72.	1943	8	2	56-56	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Tseng Ting-Ho. La philosophie mathématique et la théorie des ensembles. Dissertation Paris1938. Vigot fr., Paris 1938, 166 pp.	1943	8	2	56-57	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	C. J. Ducasse. Some comments on C. W. Morris's “Foundations of the theory of signs.”Philosophy and phenomenological research, vol. 3 no. 1 (1942), pp. 43–52.	1943	8	2	57-57	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Willis Moore. The indexical and the presentative functions of signs. Philosophy of science, vol. 9 (1942), pp. 367–371. - Gustave Bergmann. Discussion. Philosophy of science, vol. 9 (1942), pp. 372–374. - Jean Piaget. Le rôle de la tautologie dans la composition additive des classes et des ensembles. Compte rendu des séances de la Société de Physique et d'Histoire Naturelle de Genève (supplément aux Archives des sciences physiques et naturelles ), vol. 58 (1941), pp. 102–107. - Jean Piaget. Le groupement additif des classes. Compte rendu des séances de la Société de Physique et d'Histoire Naturelle de Genève (supplément aux Archives des sciences physiques et naturelles ), vol. 58 (1941), pp. 107–112. - Jean Piaget. Le groupement additif des relations asymétriques (sériation qualitative) et ses rapports avec le groupement additif des classes. Compte rendu des séances de la Société de Physique et d'Histoire Naturelle de Genève (supplément aux Archives des sciences physiques et naturelles ), vol. 58 (1941), pp. 117–122. - Jean Piaget. Sur les rapports entre les groupements additifs des classes et des relations asymétriques et le groupe additif des nombres entiers. Compte rendu des séances de la Société de Physique et d'Histoire Naturelle de Genève (supplément aux Archives des sciences physiques et naturelles ), vol. 58 (1941), pp. 122–126. - Jean Piaget. Les groupements de la classification complète et de l'addition des relations symétriques. Compte rendu des séances de la Société de Physique et d'Histoire Naturelle de Genève (supplément aux Archives des sciences physiques et naturelles ), vol. 58 (1941), 149–154. - Jean Piaget. Les groupements de la multiplication biunivoque des classes et de celle des relations. Compte rendu des séances de la Société de Physique et d'Histoire Naturelle de Genève (supplément aux Archives des sciences physiques et naturelles ), vol. 58 (1941), pp. 154–159. - Jean Piaget. Les groupements de la multiplication co-univoque des classes et des relations. Compte rendu des séances de la Société de Physique et d'Histoire Naturelle de Genève (supplément aux Archives des sciences physiques et naturelles ), vol. 58 (1941), pp. 192–197. - Jean Piaget. La fonction régulatrice du groupement dans le développement mental: esquisse d'une théorie opératoire de l'intelligence. Compte rendu des séances de la Société de Physique et d'Histoire Naturelle de Genève (supplément aux Archives des sciences physiques et naturelles ), vol. 58 (1941), pp. 198–203.	1943	8	2	57-58	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1943	8	2	58-60	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 8 issue 3 Cover and Front matter and Errata	1943	8	3	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
J. C. C. McKinsey	The decision problem for some classes of sentences without quantifiers	1943	8	3	61-76	primary technical publication	computability, recursion, and decidability				metadata only; full text not reached
Paul Bernays	Reviews - Karl Schröter. Ein allgemeiner Kalkülbegriff. Forschungen zur Logik und zur Grundlegung der exakten Wissenschaften, new series, no. 6. Leipzig1941, 43 pp.	1943	8	3	77-79	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Enrique Bustamante	Beppo Levi. Correría en la lógica. Universidad National de Tucumán, Revista, Serie A, Matemáticas y física teórica, vol. 3 no. 1 (1942), pp. 13–78.	1943	8	3	79-80	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
George D. W. Berry	John C. Cooley. A primer of formal logic. The Macmillan Company, New York1942, xi + 378 pp.	1943	8	3	80-81	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Rudolf Carnap. Formalization of logic. Harvard University Press, Cambridge, Mass., 1943, xviii + 159 pp.	1943	8	3	81-83	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Max Black	Harold R. Smart. Cassirer versus Russell. Philosophy of science, vol. 10 (1943), pp. 167–175.	1943	8	3	83-84	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	C. D. Broad. Kant's theory of mathematical and philosophical reasoning. Proceedings of the Aristotelian Society, vol. 42 (1941-1942), pp. 1–24.	1943	8	3	84-84	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Shianghaw Wang. A system of completely independent axioms for the sequence of natural numbers. The journal of symbolic logic, vol. 8 (1943), pp. 41–44.	1943	8	3	84-84	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	S. Pankajam. On the formal structure of the proposilional calculus II. The journal of the Indian Mathematical Society, n.s. vol. 6 (1942), pp. 51–62. - S. Pankajam. Postscript. The journal of the Indian Mathematical Society, n.s. vol. 6 (1942), p. 102.	1943	8	3	84-84	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	A. M. Tubing. The use of dots as brackets in Church's system. The journal of symbolic logic, vol. 7 (1942) pp. 146–156.	1943	8	3	85-85	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	Edmund C. Berkeley. Conditions affecting the application of symbolic logic. The journal of symbolic logic, vol. 7 (1942) pp. 160–168.	1943	8	3	85-85	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	H. R. Smart. The classification of the elements of discourse. The philosophical review, vol. 52 (1943), pp. 233–251.	1943	8	3	85-85	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	Stuart Hampshire. Ideas, propositions and signs. Proceedings of the Aristotelian Society, vol 40 (1939–1940), pp. 1–26.	1943	8	3	85-85	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Max Black	Elizabeth Lane Beardsley. The semantical aspect of sentences. The journal of philosophy, vol. 40 (1943), pp. 393–403.	1943	8	3	85-86	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
